title=Headbang
category=Fun
energy=-5
fun=6
hunger=4
#Frames
0;75;0;0;0;0;0;data/sfx/headbang.wav;
1;75;0;0;0;0;0;
2;75;0;0;0;0;0;
3;75;0;0;0;0;0;
4;75;0;0;0;0;0;
5;75;0;0;0;0;0;
6;75;0;0;0;0;0;
7;75;0;0;0;0;0;
8;75;0;0;0;0;0;
0;75;0;0;0;0;0;
1;75;0;0;0;0;0;
2;75;0;0;0;0;0;
3;75;0;0;0;0;0;
4;75;0;0;0;0;0;
5;75;0;0;0;0;0;
6;75;0;0;0;0;0;
7;75;0;0;0;0;0;
8;75;0;0;0;0;0;
0;75;0;0;0;0;0;
1;75;0;0;0;0;0;
2;75;0;0;0;0;0;
3;75;0;0;0;0;0;
4;75;0;0;0;0;0;
5;75;0;0;0;0;0;
6;75;0;0;0;0;0;
7;75;0;0;0;0;0;
8;75;0;0;0;0;0;
0;75;0;0;0;0;0;
1;75;0;0;0;0;0;
2;75;0;0;0;0;0;
3;75;0;0;0;0;0;
4;75;0;0;0;0;0;
5;75;0;0;0;0;0;
6;75;0;0;0;0;0;
7;75;0;0;0;0;0;
8;75;0;0;0;0;0;
