title=Long jump to the right
category=Movement
energy=-2
fun=2
hunger=2
social=-1
oneShot
#Frames
0;75;0;0;0;0;0;
1;75;0;0;0;0;0;
2;75;0;0;0;0;0;
3;75;0;0;0;0;0;
4;95;0;0;0;0;0;
5;125;0;0;0;0;0;
6;30;0;0;0;0;0;
7;50;1;-1;0;0;0;data/sfx/jump.wav;
7;50;2;-1;0;0;0;
7;50;2;-1;0;0;0;
7;50;2;-1;0;0;0;
7;50;2;0;0;0;0;
7;50;2;-1;0;0;0;
7;50;2;-1;0;0;0;
7;50;2;-1;0;0;0;
7;50;2;0;0;0;0;
7;50;2;-1;0;0;0;
7;50;2;-1;0;0;0;
7;50;2;0;0;0;0;
7;50;2;-1;0;0;0;
7;50;2;0;0;0;0;
7;50;2;0;0;0;0;
7;50;2;0;0;0;0;
7;50;2;1;0;0;0;
7;50;2;0;0;0;0;
7;50;2;1;0;0;0;
7;50;2;1;0;0;0;
7;50;2;0;0;0;0;
7;50;2;1;0;0;0;
7;50;2;1;0;0;0;
7;50;2;1;0;0;0;
7;50;2;0;0;0;0;
7;50;2;1;0;0;0;
7;50;2;1;0;0;0;
7;50;2;1;0;0;0;
7;50;1;1;0;0;0;
5;200;0;0;0;0;0;
4;95;0;0;0;0;0;
3;75;0;0;0;0;0;
2;75;0;0;0;0;0;
1;75;0;0;0;0;0;
0;75;0;0;0;0;0;
